date_id,full_date,year,quarter,month,month_name,day,day_of_year,day_of_week,week_of_year,day_name,quarter_name,month_abbr,year_month
20220630,2022-06-30,2022,2,6,June,30,181,4,26,Thursday,Q2,Jun,2022-06
20220701,2022-07-01,2022,3,7,July,1,182,5,26,Friday,Q3,Jul,2022-07
20220702,2022-07-02,2022,3,7,July,2,183,6,26,Saturday,Q3,Jul,2022-07
20220703,2022-07-03,2022,3,7,July,3,184,7,26,Sunday,Q3,Jul,2022-07
20220704,2022-07-04,2022,3,7,July,4,185,1,27,Monday,Q3,Jul,2022-07
20220705,2022-07-05,2022,3,7,July,5,186,2,27,Tuesday,Q3,Jul,2022-07
20220706,2022-07-06,2022,3,7,July,6,187,3,27,Wednesday,Q3,Jul,2022-07
20220707,2022-07-07,2022,3,7,July,7,188,4,27,Thursday,Q3,Jul,2022-07
20220708,2022-07-08,2022,3,7,July,8,189,5,27,Friday,Q3,Jul,2022-07
20220709,2022-07-09,2022,3,7,July,9,190,6,27,Saturday,Q3,Jul,2022-07
20220710,2022-07-10,2022,3,7,July,10,191,7,27,Sunday,Q3,Jul,2022-07
20220711,2022-07-11,2022,3,7,July,11,192,1,28,Monday,Q3,Jul,2022-07
20220712,2022-07-12,2022,3,7,July,12,193,2,28,Tuesday,Q3,Jul,2022-07
20220713,2022-07-13,2022,3,7,July,13,194,3,28,Wednesday,Q3,Jul,2022-07
20220714,2022-07-14,2022,3,7,July,14,195,4,28,Thursday,Q3,Jul,2022-07
20220715,2022-07-15,2022,3,7,July,15,196,5,28,Friday,Q3,Jul,2022-07
20220716,2022-07-16,2022,3,7,July,16,197,6,28,Saturday,Q3,Jul,2022-07
20220717,2022-07-17,2022,3,7,July,17,198,7,28,Sunday,Q3,Jul,2022-07
20220718,2022-07-18,2022,3,7,July,18,199,1,29,Monday,Q3,Jul,2022-07
20220719,2022-07-19,2022,3,7,July,19,200,2,29,Tuesday,Q3,Jul,2022-07
20220720,2022-07-20,2022,3,7,July,20,201,3,29,Wednesday,Q3,Jul,2022-07
20220721,2022-07-21,2022,3,7,July,21,202,4,29,Thursday,Q3,Jul,2022-07
20220722,2022-07-22,2022,3,7,July,22,203,5,29,Friday,Q3,Jul,2022-07
20220723,2022-07-23,2022,3,7,July,23,204,6,29,Saturday,Q3,Jul,2022-07
20220724,2022-07-24,2022,3,7,July,24,205,7,29,Sunday,Q3,Jul,2022-07
20220725,2022-07-25,2022,3,7,July,25,206,1,30,Monday,Q3,Jul,2022-07
20220726,2022-07-26,2022,3,7,July,26,207,2,30,Tuesday,Q3,Jul,2022-07
20220727,2022-07-27,2022,3,7,July,27,208,3,30,Wednesday,Q3,Jul,2022-07
20220728,2022-07-28,2022,3,7,July,28,209,4,30,Thursday,Q3,Jul,2022-07
20220729,2022-07-29,2022,3,7,July,29,210,5,30,Friday,Q3,Jul,2022-07
20220730,2022-07-30,2022,3,7,July,30,211,6,30,Saturday,Q3,Jul,2022-07
20220731,2022-07-31,2022,3,7,July,31,212,7,30,Sunday,Q3,Jul,2022-07
20220801,2022-08-01,2022,3,8,August,1,213,1,31,Monday,Q3,Aug,2022-08
20220802,2022-08-02,2022,3,8,August,2,214,2,31,Tuesday,Q3,Aug,2022-08
20220803,2022-08-03,2022,3,8,August,3,215,3,31,Wednesday,Q3,Aug,2022-08
20220804,2022-08-04,2022,3,8,August,4,216,4,31,Thursday,Q3,Aug,2022-08
20220805,2022-08-05,2022,3,8,August,5,217,5,31,Friday,Q3,Aug,2022-08
20220806,2022-08-06,2022,3,8,August,6,218,6,31,Saturday,Q3,Aug,2022-08
20220807,2022-08-07,2022,3,8,August,7,219,7,31,Sunday,Q3,Aug,2022-08
20220808,2022-08-08,2022,3,8,August,8,220,1,32,Monday,Q3,Aug,2022-08
20220809,2022-08-09,2022,3,8,August,9,221,2,32,Tuesday,Q3,Aug,2022-08
20220810,2022-08-10,2022,3,8,August,10,222,3,32,Wednesday,Q3,Aug,2022-08
20220811,2022-08-11,2022,3,8,August,11,223,4,32,Thursday,Q3,Aug,2022-08
20220812,2022-08-12,2022,3,8,August,12,224,5,32,Friday,Q3,Aug,2022-08
20220813,2022-08-13,2022,3,8,August,13,225,6,32,Saturday,Q3,Aug,2022-08
20220814,2022-08-14,2022,3,8,August,14,226,7,32,Sunday,Q3,Aug,2022-08
20220815,2022-08-15,2022,3,8,August,15,227,1,33,Monday,Q3,Aug,2022-08
20220816,2022-08-16,2022,3,8,August,16,228,2,33,Tuesday,Q3,Aug,2022-08
20220817,2022-08-17,2022,3,8,August,17,229,3,33,Wednesday,Q3,Aug,2022-08
20220818,2022-08-18,2022,3,8,August,18,230,4,33,Thursday,Q3,Aug,2022-08
20220819,2022-08-19,2022,3,8,August,19,231,5,33,Friday,Q3,Aug,2022-08
20220820,2022-08-20,2022,3,8,August,20,232,6,33,Saturday,Q3,Aug,2022-08
20220821,2022-08-21,2022,3,8,August,21,233,7,33,Sunday,Q3,Aug,2022-08
20220822,2022-08-22,2022,3,8,August,22,234,1,34,Monday,Q3,Aug,2022-08
20220823,2022-08-23,2022,3,8,August,23,235,2,34,Tuesday,Q3,Aug,2022-08
20220824,2022-08-24,2022,3,8,August,24,236,3,34,Wednesday,Q3,Aug,2022-08
20220825,2022-08-25,2022,3,8,August,25,237,4,34,Thursday,Q3,Aug,2022-08
20220826,2022-08-26,2022,3,8,August,26,238,5,34,Friday,Q3,Aug,2022-08
20220827,2022-08-27,2022,3,8,August,27,239,6,34,Saturday,Q3,Aug,2022-08
20220828,2022-08-28,2022,3,8,August,28,240,7,34,Sunday,Q3,Aug,2022-08
20220829,2022-08-29,2022,3,8,August,29,241,1,35,Monday,Q3,Aug,2022-08
20220830,2022-08-30,2022,3,8,August,30,242,2,35,Tuesday,Q3,Aug,2022-08
20220831,2022-08-31,2022,3,8,August,31,243,3,35,Wednesday,Q3,Aug,2022-08
20220901,2022-09-01,2022,3,9,September,1,244,4,35,Thursday,Q3,Sep,2022-09
20220902,2022-09-02,2022,3,9,September,2,245,5,35,Friday,Q3,Sep,2022-09
20220903,2022-09-03,2022,3,9,September,3,246,6,35,Saturday,Q3,Sep,2022-09
20220904,2022-09-04,2022,3,9,September,4,247,7,35,Sunday,Q3,Sep,2022-09
20220905,2022-09-05,2022,3,9,September,5,248,1,36,Monday,Q3,Sep,2022-09
20220906,2022-09-06,2022,3,9,September,6,249,2,36,Tuesday,Q3,Sep,2022-09
20220907,2022-09-07,2022,3,9,September,7,250,3,36,Wednesday,Q3,Sep,2022-09
20220908,2022-09-08,2022,3,9,September,8,251,4,36,Thursday,Q3,Sep,2022-09
20220909,2022-09-09,2022,3,9,September,9,252,5,36,Friday,Q3,Sep,2022-09
20220910,2022-09-10,2022,3,9,September,10,253,6,36,Saturday,Q3,Sep,2022-09
20220911,2022-09-11,2022,3,9,September,11,254,7,36,Sunday,Q3,Sep,2022-09
20220912,2022-09-12,2022,3,9,September,12,255,1,37,Monday,Q3,Sep,2022-09
20220913,2022-09-13,2022,3,9,September,13,256,2,37,Tuesday,Q3,Sep,2022-09
20220914,2022-09-14,2022,3,9,September,14,257,3,37,Wednesday,Q3,Sep,2022-09
20220915,2022-09-15,2022,3,9,September,15,258,4,37,Thursday,Q3,Sep,2022-09
20220916,2022-09-16,2022,3,9,September,16,259,5,37,Friday,Q3,Sep,2022-09
20220917,2022-09-17,2022,3,9,September,17,260,6,37,Saturday,Q3,Sep,2022-09
20220918,2022-09-18,2022,3,9,September,18,261,7,37,Sunday,Q3,Sep,2022-09
20220919,2022-09-19,2022,3,9,September,19,262,1,38,Monday,Q3,Sep,2022-09
20220920,2022-09-20,2022,3,9,September,20,263,2,38,Tuesday,Q3,Sep,2022-09
20220921,2022-09-21,2022,3,9,September,21,264,3,38,Wednesday,Q3,Sep,2022-09
20220922,2022-09-22,2022,3,9,September,22,265,4,38,Thursday,Q3,Sep,2022-09
20220923,2022-09-23,2022,3,9,September,23,266,5,38,Friday,Q3,Sep,2022-09
20220924,2022-09-24,2022,3,9,September,24,267,6,38,Saturday,Q3,Sep,2022-09
20220925,2022-09-25,2022,3,9,September,25,268,7,38,Sunday,Q3,Sep,2022-09
20220926,2022-09-26,2022,3,9,September,26,269,1,39,Monday,Q3,Sep,2022-09
20220927,2022-09-27,2022,3,9,September,27,270,2,39,Tuesday,Q3,Sep,2022-09
20220928,2022-09-28,2022,3,9,September,28,271,3,39,Wednesday,Q3,Sep,2022-09
20220929,2022-09-29,2022,3,9,September,29,272,4,39,Thursday,Q3,Sep,2022-09
20220930,2022-09-30,2022,3,9,September,30,273,5,39,Friday,Q3,Sep,2022-09
20221001,2022-10-01,2022,4,10,October,1,274,6,39,Saturday,Q4,Oct,2022-10
20221002,2022-10-02,2022,4,10,October,2,275,7,39,Sunday,Q4,Oct,2022-10
20221003,2022-10-03,2022,4,10,October,3,276,1,40,Monday,Q4,Oct,2022-10
20221004,2022-10-04,2022,4,10,October,4,277,2,40,Tuesday,Q4,Oct,2022-10
20221005,2022-10-05,2022,4,10,October,5,278,3,40,Wednesday,Q4,Oct,2022-10
20221006,2022-10-06,2022,4,10,October,6,279,4,40,Thursday,Q4,Oct,2022-10
20221007,2022-10-07,2022,4,10,October,7,280,5,40,Friday,Q4,Oct,2022-10
20221008,2022-10-08,2022,4,10,October,8,281,6,40,Saturday,Q4,Oct,2022-10
20221009,2022-10-09,2022,4,10,October,9,282,7,40,Sunday,Q4,Oct,2022-10
20221010,2022-10-10,2022,4,10,October,10,283,1,41,Monday,Q4,Oct,2022-10
20221011,2022-10-11,2022,4,10,October,11,284,2,41,Tuesday,Q4,Oct,2022-10
20221012,2022-10-12,2022,4,10,October,12,285,3,41,Wednesday,Q4,Oct,2022-10
20221013,2022-10-13,2022,4,10,October,13,286,4,41,Thursday,Q4,Oct,2022-10
20221014,2022-10-14,2022,4,10,October,14,287,5,41,Friday,Q4,Oct,2022-10
20221015,2022-10-15,2022,4,10,October,15,288,6,41,Saturday,Q4,Oct,2022-10
20221016,2022-10-16,2022,4,10,October,16,289,7,41,Sunday,Q4,Oct,2022-10
20221017,2022-10-17,2022,4,10,October,17,290,1,42,Monday,Q4,Oct,2022-10
20221018,2022-10-18,2022,4,10,October,18,291,2,42,Tuesday,Q4,Oct,2022-10
20221019,2022-10-19,2022,4,10,October,19,292,3,42,Wednesday,Q4,Oct,2022-10
20221020,2022-10-20,2022,4,10,October,20,293,4,42,Thursday,Q4,Oct,2022-10
20221021,2022-10-21,2022,4,10,October,21,294,5,42,Friday,Q4,Oct,2022-10
20221022,2022-10-22,2022,4,10,October,22,295,6,42,Saturday,Q4,Oct,2022-10
20221023,2022-10-23,2022,4,10,October,23,296,7,42,Sunday,Q4,Oct,2022-10
20221024,2022-10-24,2022,4,10,October,24,297,1,43,Monday,Q4,Oct,2022-10
20221025,2022-10-25,2022,4,10,October,25,298,2,43,Tuesday,Q4,Oct,2022-10
20221026,2022-10-26,2022,4,10,October,26,299,3,43,Wednesday,Q4,Oct,2022-10
20221027,2022-10-27,2022,4,10,October,27,300,4,43,Thursday,Q4,Oct,2022-10
20221028,2022-10-28,2022,4,10,October,28,301,5,43,Friday,Q4,Oct,2022-10
20221029,2022-10-29,2022,4,10,October,29,302,6,43,Saturday,Q4,Oct,2022-10
20221030,2022-10-30,2022,4,10,October,30,303,7,43,Sunday,Q4,Oct,2022-10
20221031,2022-10-31,2022,4,10,October,31,304,1,44,Monday,Q4,Oct,2022-10
20221101,2022-11-01,2022,4,11,November,1,305,2,44,Tuesday,Q4,Nov,2022-11
20221102,2022-11-02,2022,4,11,November,2,306,3,44,Wednesday,Q4,Nov,2022-11
20221103,2022-11-03,2022,4,11,November,3,307,4,44,Thursday,Q4,Nov,2022-11
20221104,2022-11-04,2022,4,11,November,4,308,5,44,Friday,Q4,Nov,2022-11
20221105,2022-11-05,2022,4,11,November,5,309,6,44,Saturday,Q4,Nov,2022-11
20221106,2022-11-06,2022,4,11,November,6,310,7,44,Sunday,Q4,Nov,2022-11
20221107,2022-11-07,2022,4,11,November,7,311,1,45,Monday,Q4,Nov,2022-11
20221108,2022-11-08,2022,4,11,November,8,312,2,45,Tuesday,Q4,Nov,2022-11
20221109,2022-11-09,2022,4,11,November,9,313,3,45,Wednesday,Q4,Nov,2022-11
20221110,2022-11-10,2022,4,11,November,10,314,4,45,Thursday,Q4,Nov,2022-11
20221111,2022-11-11,2022,4,11,November,11,315,5,45,Friday,Q4,Nov,2022-11
20221112,2022-11-12,2022,4,11,November,12,316,6,45,Saturday,Q4,Nov,2022-11
20221113,2022-11-13,2022,4,11,November,13,317,7,45,Sunday,Q4,Nov,2022-11
20221114,2022-11-14,2022,4,11,November,14,318,1,46,Monday,Q4,Nov,2022-11
20221115,2022-11-15,2022,4,11,November,15,319,2,46,Tuesday,Q4,Nov,2022-11
20221116,2022-11-16,2022,4,11,November,16,320,3,46,Wednesday,Q4,Nov,2022-11
20221117,2022-11-17,2022,4,11,November,17,321,4,46,Thursday,Q4,Nov,2022-11
20221118,2022-11-18,2022,4,11,November,18,322,5,46,Friday,Q4,Nov,2022-11
20221119,2022-11-19,2022,4,11,November,19,323,6,46,Saturday,Q4,Nov,2022-11
20221120,2022-11-20,2022,4,11,November,20,324,7,46,Sunday,Q4,Nov,2022-11
20221121,2022-11-21,2022,4,11,November,21,325,1,47,Monday,Q4,Nov,2022-11
20221122,2022-11-22,2022,4,11,November,22,326,2,47,Tuesday,Q4,Nov,2022-11
20221123,2022-11-23,2022,4,11,November,23,327,3,47,Wednesday,Q4,Nov,2022-11
20221124,2022-11-24,2022,4,11,November,24,328,4,47,Thursday,Q4,Nov,2022-11
20221125,2022-11-25,2022,4,11,November,25,329,5,47,Friday,Q4,Nov,2022-11
20221126,2022-11-26,2022,4,11,November,26,330,6,47,Saturday,Q4,Nov,2022-11
20221127,2022-11-27,2022,4,11,November,27,331,7,47,Sunday,Q4,Nov,2022-11
20221128,2022-11-28,2022,4,11,November,28,332,1,48,Monday,Q4,Nov,2022-11
20221129,2022-11-29,2022,4,11,November,29,333,2,48,Tuesday,Q4,Nov,2022-11
20221130,2022-11-30,2022,4,11,November,30,334,3,48,Wednesday,Q4,Nov,2022-11
20221201,2022-12-01,2022,4,12,December,1,335,4,48,Thursday,Q4,Dec,2022-12
20221202,2022-12-02,2022,4,12,December,2,336,5,48,Friday,Q4,Dec,2022-12
20221203,2022-12-03,2022,4,12,December,3,337,6,48,Saturday,Q4,Dec,2022-12
20221204,2022-12-04,2022,4,12,December,4,338,7,48,Sunday,Q4,Dec,2022-12
20221205,2022-12-05,2022,4,12,December,5,339,1,49,Monday,Q4,Dec,2022-12
20221206,2022-12-06,2022,4,12,December,6,340,2,49,Tuesday,Q4,Dec,2022-12
20221207,2022-12-07,2022,4,12,December,7,341,3,49,Wednesday,Q4,Dec,2022-12
20221208,2022-12-08,2022,4,12,December,8,342,4,49,Thursday,Q4,Dec,2022-12
20221209,2022-12-09,2022,4,12,December,9,343,5,49,Friday,Q4,Dec,2022-12
20221210,2022-12-10,2022,4,12,December,10,344,6,49,Saturday,Q4,Dec,2022-12
20221211,2022-12-11,2022,4,12,December,11,345,7,49,Sunday,Q4,Dec,2022-12
20221212,2022-12-12,2022,4,12,December,12,346,1,50,Monday,Q4,Dec,2022-12
20221213,2022-12-13,2022,4,12,December,13,347,2,50,Tuesday,Q4,Dec,2022-12
20221214,2022-12-14,2022,4,12,December,14,348,3,50,Wednesday,Q4,Dec,2022-12
20221215,2022-12-15,2022,4,12,December,15,349,4,50,Thursday,Q4,Dec,2022-12
20221216,2022-12-16,2022,4,12,December,16,350,5,50,Friday,Q4,Dec,2022-12
20221217,2022-12-17,2022,4,12,December,17,351,6,50,Saturday,Q4,Dec,2022-12
20221218,2022-12-18,2022,4,12,December,18,352,7,50,Sunday,Q4,Dec,2022-12
20221219,2022-12-19,2022,4,12,December,19,353,1,51,Monday,Q4,Dec,2022-12
20221220,2022-12-20,2022,4,12,December,20,354,2,51,Tuesday,Q4,Dec,2022-12
20221221,2022-12-21,2022,4,12,December,21,355,3,51,Wednesday,Q4,Dec,2022-12
20221222,2022-12-22,2022,4,12,December,22,356,4,51,Thursday,Q4,Dec,2022-12
20221223,2022-12-23,2022,4,12,December,23,357,5,51,Friday,Q4,Dec,2022-12
20221224,2022-12-24,2022,4,12,December,24,358,6,51,Saturday,Q4,Dec,2022-12
20221225,2022-12-25,2022,4,12,December,25,359,7,51,Sunday,Q4,Dec,2022-12
20221226,2022-12-26,2022,4,12,December,26,360,1,52,Monday,Q4,Dec,2022-12
20221227,2022-12-27,2022,4,12,December,27,361,2,52,Tuesday,Q4,Dec,2022-12
20221228,2022-12-28,2022,4,12,December,28,362,3,52,Wednesday,Q4,Dec,2022-12
20221229,2022-12-29,2022,4,12,December,29,363,4,52,Thursday,Q4,Dec,2022-12
20221230,2022-12-30,2022,4,12,December,30,364,5,52,Friday,Q4,Dec,2022-12
20221231,2022-12-31,2022,4,12,December,31,365,6,52,Saturday,Q4,Dec,2022-12
20230101,2023-01-01,2023,1,1,January,1,1,7,52,Sunday,Q1,Jan,2023-01
20230102,2023-01-02,2023,1,1,January,2,2,1,1,Monday,Q1,Jan,2023-01
20230103,2023-01-03,2023,1,1,January,3,3,2,1,Tuesday,Q1,Jan,2023-01
20230104,2023-01-04,2023,1,1,January,4,4,3,1,Wednesday,Q1,Jan,2023-01
20230105,2023-01-05,2023,1,1,January,5,5,4,1,Thursday,Q1,Jan,2023-01
20230106,2023-01-06,2023,1,1,January,6,6,5,1,Friday,Q1,Jan,2023-01
20230107,2023-01-07,2023,1,1,January,7,7,6,1,Saturday,Q1,Jan,2023-01
20230108,2023-01-08,2023,1,1,January,8,8,7,1,Sunday,Q1,Jan,2023-01
20230109,2023-01-09,2023,1,1,January,9,9,1,2,Monday,Q1,Jan,2023-01
20230110,2023-01-10,2023,1,1,January,10,10,2,2,Tuesday,Q1,Jan,2023-01
20230111,2023-01-11,2023,1,1,January,11,11,3,2,Wednesday,Q1,Jan,2023-01
20230112,2023-01-12,2023,1,1,January,12,12,4,2,Thursday,Q1,Jan,2023-01
20230113,2023-01-13,2023,1,1,January,13,13,5,2,Friday,Q1,Jan,2023-01
20230114,2023-01-14,2023,1,1,January,14,14,6,2,Saturday,Q1,Jan,2023-01
20230115,2023-01-15,2023,1,1,January,15,15,7,2,Sunday,Q1,Jan,2023-01
20230116,2023-01-16,2023,1,1,January,16,16,1,3,Monday,Q1,Jan,2023-01
20230117,2023-01-17,2023,1,1,January,17,17,2,3,Tuesday,Q1,Jan,2023-01
20230118,2023-01-18,2023,1,1,January,18,18,3,3,Wednesday,Q1,Jan,2023-01
20230119,2023-01-19,2023,1,1,January,19,19,4,3,Thursday,Q1,Jan,2023-01
20230120,2023-01-20,2023,1,1,January,20,20,5,3,Friday,Q1,Jan,2023-01
20230121,2023-01-21,2023,1,1,January,21,21,6,3,Saturday,Q1,Jan,2023-01
20230122,2023-01-22,2023,1,1,January,22,22,7,3,Sunday,Q1,Jan,2023-01
20230123,2023-01-23,2023,1,1,January,23,23,1,4,Monday,Q1,Jan,2023-01
20230124,2023-01-24,2023,1,1,January,24,24,2,4,Tuesday,Q1,Jan,2023-01
20230125,2023-01-25,2023,1,1,January,25,25,3,4,Wednesday,Q1,Jan,2023-01
20230126,2023-01-26,2023,1,1,January,26,26,4,4,Thursday,Q1,Jan,2023-01
20230127,2023-01-27,2023,1,1,January,27,27,5,4,Friday,Q1,Jan,2023-01
20230128,2023-01-28,2023,1,1,January,28,28,6,4,Saturday,Q1,Jan,2023-01
20230129,2023-01-29,2023,1,1,January,29,29,7,4,Sunday,Q1,Jan,2023-01
20230130,2023-01-30,2023,1,1,January,30,30,1,5,Monday,Q1,Jan,2023-01
20230131,2023-01-31,2023,1,1,January,31,31,2,5,Tuesday,Q1,Jan,2023-01
20230201,2023-02-01,2023,1,2,February,1,32,3,5,Wednesday,Q1,Feb,2023-02
20230202,2023-02-02,2023,1,2,February,2,33,4,5,Thursday,Q1,Feb,2023-02
20230203,2023-02-03,2023,1,2,February,3,34,5,5,Friday,Q1,Feb,2023-02
20230204,2023-02-04,2023,1,2,February,4,35,6,5,Saturday,Q1,Feb,2023-02
20230205,2023-02-05,2023,1,2,February,5,36,7,5,Sunday,Q1,Feb,2023-02
20230206,2023-02-06,2023,1,2,February,6,37,1,6,Monday,Q1,Feb,2023-02
20230207,2023-02-07,2023,1,2,February,7,38,2,6,Tuesday,Q1,Feb,2023-02
20230208,2023-02-08,2023,1,2,February,8,39,3,6,Wednesday,Q1,Feb,2023-02
20230209,2023-02-09,2023,1,2,February,9,40,4,6,Thursday,Q1,Feb,2023-02
20230210,2023-02-10,2023,1,2,February,10,41,5,6,Friday,Q1,Feb,2023-02
20230211,2023-02-11,2023,1,2,February,11,42,6,6,Saturday,Q1,Feb,2023-02
20230212,2023-02-12,2023,1,2,February,12,43,7,6,Sunday,Q1,Feb,2023-02
20230213,2023-02-13,2023,1,2,February,13,44,1,7,Monday,Q1,Feb,2023-02
20230214,2023-02-14,2023,1,2,February,14,45,2,7,Tuesday,Q1,Feb,2023-02
20230215,2023-02-15,2023,1,2,February,15,46,3,7,Wednesday,Q1,Feb,2023-02
20230216,2023-02-16,2023,1,2,February,16,47,4,7,Thursday,Q1,Feb,2023-02
20230217,2023-02-17,2023,1,2,February,17,48,5,7,Friday,Q1,Feb,2023-02
20230218,2023-02-18,2023,1,2,February,18,49,6,7,Saturday,Q1,Feb,2023-02
20230219,2023-02-19,2023,1,2,February,19,50,7,7,Sunday,Q1,Feb,2023-02
20230220,2023-02-20,2023,1,2,February,20,51,1,8,Monday,Q1,Feb,2023-02
20230221,2023-02-21,2023,1,2,February,21,52,2,8,Tuesday,Q1,Feb,2023-02
20230222,2023-02-22,2023,1,2,February,22,53,3,8,Wednesday,Q1,Feb,2023-02
20230223,2023-02-23,2023,1,2,February,23,54,4,8,Thursday,Q1,Feb,2023-02
20230224,2023-02-24,2023,1,2,February,24,55,5,8,Friday,Q1,Feb,2023-02
20230225,2023-02-25,2023,1,2,February,25,56,6,8,Saturday,Q1,Feb,2023-02
20230226,2023-02-26,2023,1,2,February,26,57,7,8,Sunday,Q1,Feb,2023-02
20230227,2023-02-27,2023,1,2,February,27,58,1,9,Monday,Q1,Feb,2023-02
20230228,2023-02-28,2023,1,2,February,28,59,2,9,Tuesday,Q1,Feb,2023-02
20230301,2023-03-01,2023,1,3,March,1,60,3,9,Wednesday,Q1,Mar,2023-03
20230302,2023-03-02,2023,1,3,March,2,61,4,9,Thursday,Q1,Mar,2023-03
20230303,2023-03-03,2023,1,3,March,3,62,5,9,Friday,Q1,Mar,2023-03
20230304,2023-03-04,2023,1,3,March,4,63,6,9,Saturday,Q1,Mar,2023-03
20230305,2023-03-05,2023,1,3,March,5,64,7,9,Sunday,Q1,Mar,2023-03
20230306,2023-03-06,2023,1,3,March,6,65,1,10,Monday,Q1,Mar,2023-03
20230307,2023-03-07,2023,1,3,March,7,66,2,10,Tuesday,Q1,Mar,2023-03
20230308,2023-03-08,2023,1,3,March,8,67,3,10,Wednesday,Q1,Mar,2023-03
20230309,2023-03-09,2023,1,3,March,9,68,4,10,Thursday,Q1,Mar,2023-03
20230310,2023-03-10,2023,1,3,March,10,69,5,10,Friday,Q1,Mar,2023-03
20230311,2023-03-11,2023,1,3,March,11,70,6,10,Saturday,Q1,Mar,2023-03
20230312,2023-03-12,2023,1,3,March,12,71,7,10,Sunday,Q1,Mar,2023-03
20230313,2023-03-13,2023,1,3,March,13,72,1,11,Monday,Q1,Mar,2023-03
20230314,2023-03-14,2023,1,3,March,14,73,2,11,Tuesday,Q1,Mar,2023-03
20230315,2023-03-15,2023,1,3,March,15,74,3,11,Wednesday,Q1,Mar,2023-03
20230316,2023-03-16,2023,1,3,March,16,75,4,11,Thursday,Q1,Mar,2023-03
20230317,2023-03-17,2023,1,3,March,17,76,5,11,Friday,Q1,Mar,2023-03
20230318,2023-03-18,2023,1,3,March,18,77,6,11,Saturday,Q1,Mar,2023-03
20230319,2023-03-19,2023,1,3,March,19,78,7,11,Sunday,Q1,Mar,2023-03
20230320,2023-03-20,2023,1,3,March,20,79,1,12,Monday,Q1,Mar,2023-03
20230321,2023-03-21,2023,1,3,March,21,80,2,12,Tuesday,Q1,Mar,2023-03
20230322,2023-03-22,2023,1,3,March,22,81,3,12,Wednesday,Q1,Mar,2023-03
20230323,2023-03-23,2023,1,3,March,23,82,4,12,Thursday,Q1,Mar,2023-03
20230324,2023-03-24,2023,1,3,March,24,83,5,12,Friday,Q1,Mar,2023-03
20230325,2023-03-25,2023,1,3,March,25,84,6,12,Saturday,Q1,Mar,2023-03
20230326,2023-03-26,2023,1,3,March,26,85,7,12,Sunday,Q1,Mar,2023-03
20230327,2023-03-27,2023,1,3,March,27,86,1,13,Monday,Q1,Mar,2023-03
20230328,2023-03-28,2023,1,3,March,28,87,2,13,Tuesday,Q1,Mar,2023-03
20230329,2023-03-29,2023,1,3,March,29,88,3,13,Wednesday,Q1,Mar,2023-03
20230330,2023-03-30,2023,1,3,March,30,89,4,13,Thursday,Q1,Mar,2023-03
20230331,2023-03-31,2023,1,3,March,31,90,5,13,Friday,Q1,Mar,2023-03
20230401,2023-04-01,2023,2,4,April,1,91,6,13,Saturday,Q2,Apr,2023-04
20230402,2023-04-02,2023,2,4,April,2,92,7,13,Sunday,Q2,Apr,2023-04
20230403,2023-04-03,2023,2,4,April,3,93,1,14,Monday,Q2,Apr,2023-04
20230404,2023-04-04,2023,2,4,April,4,94,2,14,Tuesday,Q2,Apr,2023-04
20230405,2023-04-05,2023,2,4,April,5,95,3,14,Wednesday,Q2,Apr,2023-04
20230406,2023-04-06,2023,2,4,April,6,96,4,14,Thursday,Q2,Apr,2023-04
20230407,2023-04-07,2023,2,4,April,7,97,5,14,Friday,Q2,Apr,2023-04
20230408,2023-04-08,2023,2,4,April,8,98,6,14,Saturday,Q2,Apr,2023-04
20230409,2023-04-09,2023,2,4,April,9,99,7,14,Sunday,Q2,Apr,2023-04
20230410,2023-04-10,2023,2,4,April,10,100,1,15,Monday,Q2,Apr,2023-04
20230411,2023-04-11,2023,2,4,April,11,101,2,15,Tuesday,Q2,Apr,2023-04
20230412,2023-04-12,2023,2,4,April,12,102,3,15,Wednesday,Q2,Apr,2023-04
20230413,2023-04-13,2023,2,4,April,13,103,4,15,Thursday,Q2,Apr,2023-04
20230414,2023-04-14,2023,2,4,April,14,104,5,15,Friday,Q2,Apr,2023-04
20230415,2023-04-15,2023,2,4,April,15,105,6,15,Saturday,Q2,Apr,2023-04
20230416,2023-04-16,2023,2,4,April,16,106,7,15,Sunday,Q2,Apr,2023-04
20230417,2023-04-17,2023,2,4,April,17,107,1,16,Monday,Q2,Apr,2023-04
20230418,2023-04-18,2023,2,4,April,18,108,2,16,Tuesday,Q2,Apr,2023-04
20230419,2023-04-19,2023,2,4,April,19,109,3,16,Wednesday,Q2,Apr,2023-04
20230420,2023-04-20,2023,2,4,April,20,110,4,16,Thursday,Q2,Apr,2023-04
20230421,2023-04-21,2023,2,4,April,21,111,5,16,Friday,Q2,Apr,2023-04
20230422,2023-04-22,2023,2,4,April,22,112,6,16,Saturday,Q2,Apr,2023-04
20230423,2023-04-23,2023,2,4,April,23,113,7,16,Sunday,Q2,Apr,2023-04
20230424,2023-04-24,2023,2,4,April,24,114,1,17,Monday,Q2,Apr,2023-04
20230425,2023-04-25,2023,2,4,April,25,115,2,17,Tuesday,Q2,Apr,2023-04
20230426,2023-04-26,2023,2,4,April,26,116,3,17,Wednesday,Q2,Apr,2023-04
20230427,2023-04-27,2023,2,4,April,27,117,4,17,Thursday,Q2,Apr,2023-04
20230428,2023-04-28,2023,2,4,April,28,118,5,17,Friday,Q2,Apr,2023-04
